ID#,NAME,YEAR,MON,DAY,SITE,LAT,LONG,HOB,TYPE,PUR,YIELD,VENT,DEVIC
1001,Pokhran I Pokhran I,1974,MAY,18,POK,27.095,71.752,-107,UG-S,,12,,IP
1002,Shakti-98 Shakti I,1998,MAY,11,POK,27.0716,71.7612,-200,UG-S,,43,,TN?
1003,Shakti-98 Shakti II,1998,MAY,11,POK,27.072,71.761,-150,UG-S,,12,,IP
1004,Shakti-98 Shakti III,1998,MAY,11,POK,27.072,71.761,,UG,,0.2,,IP
1005,Shakti-98 Shakti IV,1998,MAY,13,POK,27.1,71.8,-20,UG,,0.5,,
1006,Shakti-98 Shakti V,1998,MAY,13,POK,27.1,71.8,,UG,,0.3,,
