ID#,SERIES,NAME,YEAR,MON,DAY,SITE,LAT,LONG,HOB,TYPE,PUR,YIELD,VENT,DEVIC
77,1958,72 ,1958,OCT,15,NZ-MB,74,51.8,150,A,WR,1500,,TN
78,1958,73 ,1958,OCT,18,NZ-MB,73.97,52.47,,A,WR,2900,,TN
79,1958,74 ,1958,OCT,19,NZ,73,55,,A,FS,40,,
80,1958,75 ,1958,OCT,19,NZ,73,55,900,A,WR,0.001,,
81,1958,76 ,1958,OCT,20,NZ,73,55,,A,WR,440,,TN
82,1958,77 ,1958,OCT,21,NZ,73,55,270,A,WR,2,,
83,1958,78 ,1958,OCT,22,NZ-MB,73.53,53.1,70,A,WR,2800,,TN
84,1958,79 ,1958,OCT,24,NZ-MB,73.68,54.97,525,A,WR,1000,,TN
85,1958,80 ,1958,OCT,25,NZ,73,55,500,A,WR,190,,TN
86,1958,81 ,1958,OCT,25,NZ,73,55,300,A,FS,0.05,,
87,1958,82 ,1958,NOV,1,MTR,49,46,0,A-R,WE,10,,
88,1958,83 ,1958,NOV,3,MTR,49,46,0,A-R,WE,10,,
89,1961,84 ,1961,SEP,1,STS,50,78,660,A,WR,16,,
90,1961,85 ,1961,SEP,4,STS-GZ,50.45,77.74,725,A,WR,9,,
91,1961,86 ,1961,SEP,5,STS-GZ,50.45,77.74,500,A,WR,16,,
92,1961,87 ,1961,SEP,6,STS,50,78,685,A,WR,1.1,,
93,1961,88 ,1961,SEP,6,MTR,48.45,44.3,700,A,WE,10.5,,
94,1961,89 ,1961,SEP,9,STS,50,78,0,AS,SE,0.38,,
95,1961,90 ,1961,SEP,10,NZ-MB,74.2,52.5,0,A-AD,WR,2700,,TN
96,1961,91 ,1961,SEP,10,NZ-CB,70.7,54.6,390,A-R,WR,12,,
97,1961,92 ,1961,SEP,10,STS,50,78,180,A,WR,0.88,,
98,1961,93 ,1961,SEP,11,STS,50,78,,A,WR,0.3,,
99,1961,94 ,1961,SEP,12,NZ-MB?,74.2,52.1,190,A-R,WR,1150,,TN
100,1961,95 ,1961,SEP,13,NZ-CB?,70.87,53.33,250,12:00 AM,WR,6,,
101,1961,96 ,1961,SEP,13,STS-GZ,50.45,77.75,710,A,WR,10,,
102,1961,97 ,1961,SEP,14,STS-GZ,50.35,77.82,0.5,AS,WR,0.4,,
103,1961,98 ,1961,SEP,14,NZ-MB,74.6,51.1,700,A-R,WR,1200,,TN
104,1961,99 ,1961,SEP,16,NZ-MB,74,51.9,,A-R,WR,830,,TN
105,1961,100 ,1961,SEP,17,STS-GZ,50.45,77.75,695,A,WR,21,,
106,1961,101 ,1961,SEP,18,NZ-MB?,74,52,500,A,WR,1000,,TN
107,1961,102 ,1961,SEP,18,STS,50,78,1,AS,SE,0.004,,
108,1961,103 ,1961,SEP,18,STS,50,78,,A,WR,0.75,,
109,1961,104 ,1961,SEP,19,STS,50,78,0,AS,SE,0.03,,
110,1961,105 ,1961,SEP,20,STS,50,78,280,A,WR,4.8,,
111,1961,106 ,1961,SEP,20,NZ-MB?,73.52,54.3,600,A,WR,1500,,TN
112,1961,107 ,1961,SEP,21,STS-GZ,50.33,77.7,110,A,WR,0.8,,
113,1961,108 ,1961,SEP,22,NZ-MB?,73.52,54.3,300,A,WR,260,,
114,1961,109 ,1961,SEP,26,STS-GZ,50.45,77.75,665,A,WR,1.2,,
115,1961,110 ,1961,OCT,1,STS,50,78,700,A,WR,3,,
116,1961,111 ,1961,OCT,2,NZ-MB?,73.92,54.55,500,A,WR,250,,
117,1961,112 ,1961,OCT,4,STS-GZ,50.44,77.76,605,A,WR,13,,
118,1961,113 ,1961,OCT,4,NZ-MB,73.7,53.8,100,A,WR,3000,,TN
119,1961,114 ,1961,OCT,6,NZ-MB,74.3,51.6,700,A,WR,4000,,TN
120,1961,115 ,1961,OCT,6,MTR,48.45,44.3,300,AH-R,WE,40,,
121,1961,116 ,1961,OCT,8,NZ-CB,70.7,54.6,450,A-CM,WR,15,,
122,1961,117 ,1961,OCT,11,STS-D,49.77389,77.98861,,724 A   UG-T,FS,1,,
123,1961,118 ,1961,OCT,12,STS-GZ,50.45,77.75,670,A,WR,15,,
124,1961,119 ,1961,OCT,17,STS-GZ,50.45,77.75,505,A,WR,6.6,,
125,1961,120 ,1961,OCT,19,STS-GZ,50.45,77.75,710,A,WR,10,,
126,1961,121 Raduga ,1961,OCT,20,NZ-MB,73.8,53.2,,A-R,WR,1450,,TN
127,1961,122 Korall ,1961,OCT,23,NZ-CB,70.7,54.56,-20,-47     UW-AS,WE,4.8,,
128,1961,123 ,1961,OCT,23,NZ-MB,73.9,53.8,500,A-AD,WR,12500,,TN
129,1961,124 ,1961,OCT,25,NZ-MB?,73.52,54.3,450,A,WR,300,,
130,1961,125 ,1961,OCT,25,STS,50,78,,A,FS,0.5,,
131,1961,126 Korall ,1961,OCT,27,NZ-CB,70.7,54.67,1.1,-59     AW-AS,WE,16,,
132,K Project,127 K2 ,1961,OCT,27,MTR,49,46,0,AX-R,WE,1.2,,
133,K Project,128 K1 ,1961,OCT,27,MTR,49,46,0,AX-R,WE,1.2,,
134,1961,129 ,1961,OCT,30,STS,50,78,470,A,WR,0.09,,
135,1961,130 Tsar Bomba ,1961,OCT,30,NZ-MB,73.8,53.5,500,A-AD,WR,58000,,TN-03
136,1961,131 ,1961,OCT,31,NZ-MB,73.6,56.2,200,A,WR,5000,,TN
137,1961,132 ,1961,OCT,31,NZ-MB,73,55,530,A,WR,400,,
138,1961,133 ,1961,NOV,1,STS,50,78,475,A,WR,2.7,,
139,1961,134 ,1961,NOV,2,NZ-MB,73,55,400,A,WR,120,,
140,1961,135 ,1961,NOV,2,NZ-MB,73,55,500,A,WR,280,,
141,1961,136 ,1961,NOV,2,STS,50,78,645,A,WR,0.6,,
142,1961,137 ,1961,NOV,3,STS,50,78,0,AS,SE,0.001,,
143,1961,138 ,1961,NOV,3,STS,50,78,635,A,WR,0.9,,
144,1961,139 ,1961,NOV,4,NZ,73,55,770,A,WR,15,,
145,1961,140 ,1961,NOV,4,NZ-MB?,73.7,55.7,750,A,WR,1500,,TN?
146,1961,141 ,1961,NOV,4,NZ,73,55,240,A,WR,6,,
147,1961,142 ,1961,NOV,4,STS,50,78,0,AS,WR,0.2,,
148,1962,143 Argon-1 ,1962,FEB,2,STS-D,49.785,77.99694,,700 A   UG-T,WE,15,,
149,1962,144 ,1962,AUG,1,STS,50,78,430,A,WR,2.4,,
150,1962,145 ,1962,AUG,3,STS,50,78,180,A,WR,1.6,,
151,1962,146 ,1962,AUG,4,STS,50,78,390,A,WR,3.8,,
152,1962,147 ,1962,AUG,5,NZ-MB?,74.2,52.5,600,A-AD,WR,21100,,TN
153,1962,148 ,1962,AUG,7,STS,50,78,0,AS,WR,9.9,,
154,1962,149 ,1962,AUG,10,NZ,73,55,560,A,WR,400,,
155,1962,150 ,1962,AUG,18,STS,50,78,710,A,WR,7.4,,
156,1962,151 ,1962,AUG,18,STS,50,78,310,A,WR,5.8,,
157,1962,152 ,1962,AUG,20,NZ-MB?,74.3,51.5,500,A,WR,2800,,TN
158,1962,153 ,1962,AUG,21,STS,50,78,590,A,WR,23,,
159,1962,154 ,1962,AUG,22,NZ-MB,74,53.3,700,A,WR,1600,,TN
160,1962,155 ,1962,AUG,22,NZ,73,55,60,0 MX  AW-CM,WR,6,,
161,1962,156 ,1962,AUG,22,STS,50,78,740,A,WR,3,,
162,1962,157 ,1962,AUG,23,STS,50,78,680,A,WR,2.5,,
163,1962,159 ,1962,AUG,25,STS,50,78,715,A,WR,1,,
164,1962,158 ,1962,AUG,25,NZ,73,55,980,A,WR,10000,,TN
165,1962,160 ,1962,AUG,27,NZ-MB?,74.7,50.3,0,A,WR,4200,,TN
166,1962,161 ,1962,AUG,27,STS,50,78,245,A,WR,11,,
167,1962,162 ,1962,AUG,31,STS,50,78,700,A,FS,2.7,,
168,1962,163 ,1962,SEP,2,NZ,73,55,300,A,WR,80,,
169,1962, X,1962,SEP,6,STS,50,78,,A,,0,,
170,1962,164 ,1962,SEP,8,NZ-MB?,73.7,53.8,725,A,WR,1900,,TN
171,1962,165 ,1962,SEP,15,NZ-MB?,74.4,51.5,,A,WR,3100,,TN
172,1962,166 ,1962,SEP,16,NZ-MB?,74.2,51.6,,A,WR,3250,,TN
173,1962,167 ,1962,SEP,18,NZ-MB?,73.2,54.7,0,A,WR,1350,,TN
174,1962, X,1962,SEP,18,STS,50,78,,A,,10,,
175,1962,168 ,1962,SEP,19,NZ-MB?,73.8,53.8,280,A,WR,10000,,TN
176,1962,169 ,1962,SEP,21,NZ,73,55,0,A,WR,2400,,TN
177,1962,170 ,1962,SEP,22,STS,50,78,0,AS,SE,0.21,,
178,1962,171 ,1962,SEP,24,STS,50,78,630,A,WR,1.2,,
179,1962,172 ,1962,SEP,25,STS,50,78,0,AS,WR,7,,
180,1962,173 ,1962,SEP,25,NZ-MB?,73.7,55,90,A,WR,19100,,TN
181,1962,174 ,1962,SEP,27,NZ-MB,74.3,52.4,900,A,WR,20000,,TN
182,1962,175 ,1962,SEP,28,STS,50,78,695,A,FS,1.3,,
183,1962,176 ,1962,OCT,7,NZ,73,55,440,A,WR,320,,
184,1962,177 ,1962,OCT,9,STS,50,78,645,A,WR,8,,
185,1962,178 ,1962,OCT,9,NZ,73,55,0,A,WR,15,,
186,1962,179 ,1962,OCT,10,STS,50,78,665,A,WR,9.2,,
187,1962,180 ,1962,OCT,13,STS,50,78,720,A,WR,4.9,,
188,1962,181 ,1962,OCT,14,STS,50,78,725,A,WR,10,,
189,1962,182 ,1962,OCT,20,STS,50,78,635,A,WR,6.7,,
190,K Project,184 K3 ,1962,OCT,22,MTR,49,46,0,AX-R,WE,300,,
191,1962,183 ,1962,OCT,22,NZ-MB?,73.4,54.9,230,A,WR,8200,,TN
192,1962,185 ,1962,OCT,27,NZ,73,55,550,A,WR,260,,
193,1962,186 ,1962,OCT,28,STS,50,78,670,A,WR,7.8,,
194,K Project,187 K4 ,1962,OCT,28,MTR,49,46,0,AX-R,WE,300,,
195,1962,188 ,1962,OCT,28,STS,50,78,645,A,WR,7.8,,
196,1962,189 ,1962,OCT,29,NZ,73,55,550,A,WR,360,,
197,1962,190 ,1962,OCT,30,STS,50,78,0,AS,WR,1.2,,
198,1962,191 ,1962,OCT,30,NZ,73,55,500,A,WR,280,,
199,1962,192 ,1962,OCT,31,STS,50,78,690,A,WR,10,,
200,1962,194 ,1962,NOV,1,NZ,73,55,500,A,WR,240,,
201,K Project,195 K5 ,1962,NOV,1,MTR,49,46,0,AH-R,WE,300,,
202,1962,193 ,1962,NOV,1,STS,50,78,700,A,WR,3,,
203,1962,196 ,1962,NOV,3,NZ,73,55,500,A,WR,390,,
204,1962,197 ,1962,NOV,3,NZ,73,55,0,A,WR,45,,
205,1962,198 ,1962,NOV,3,STS,50,78,710,A,WR,4.7,,
206,1962,199 ,1962,NOV,4,STS,50,78,600,A,WR,8.4,,
207,1962,200 ,1962,NOV,5,STS,50,78,15,AS-T,WE,0.4,,
208,1962,201 ,1962,NOV,11,STS,50,78,8,AS-T,WR,0.1,,
209,1962,202 ,1962,NOV,13,STS,50,78,0,AS,WR,0.001,,
210,1962,203 ,1962,NOV,14,STS,50,78,660,A,WR,12,,
211,1962,204 ,1962,NOV,17,STS,50,78,715,A,WR,18,,
212,1962,205 ,1962,NOV,24,STS,50,78,0,AS,SE,0.001,,
213,1962,206 ,1962,NOV,26,STS,50,78,0,AS,SE,0.031,,
214,1962,207 ,1962,DEC,1,STS,50,78,680,A,WR,2.4,,
215,1962,208 ,1962,DEC,18,NZ,73,55,600,A,WR,110,,
216,1962,209 ,1962,DEC,18,NZ,73,55,500,A,FS,69,,
217,1962,210 ,1962,DEC,20,NZ,73,55,70,A,WR,8.3,,
218,1962,211 ,1962,DEC,22,NZ,73,55,50,A,WR,6.3,,
219,1962,212 ,1962,DEC,23,NZ,73,55,460,A,WR,430,,
220,1962,213 ,1962,DEC,23,NZ,73,55,470,A,WR,8.3,,
221,1962,214 ,1962,DEC,23,NZ,73,55,270,A,WR,2.4,,
222,1962,215 ,1962,DEC,23,STS,50,78,0,AS,SE,0.001,,
223,1962,216 ,1962,DEC,24,STS,50,78,0,AS,SE,0.007,,
224,1962,217 ,1962,DEC,24,STS,50,78,0,AS,SE,0.028,,
225,1962,218 ,1962,DEC,24,NZ-MB?,74.2,52.3,320,A,WR,1100,,TN
226,1962,219 ,1962,DEC,24,NZ-MB?,73.6,57.5,750,A,WR,24200,,TN
227,1962,220 ,1962,DEC,25,NZ-MB?,73.4,56.5,250,A,WR,3100,,TN
228,1962,221 ,1962,DEC,25,NZ,73,55,990,A,WR,8.5,,
229,1964,222 ,1964,MAR,15,STS-D,49.82083,78.09861,,UG-T,WE,37,,
230,1964,223 ,1964,MAY,16,STS-D,49.81778,78.09389,-260,UG-T,WR,23.7,,
231,1964,224 ,1964,JUN,6,STS-D,49.77472,77.98806,,UG-T,FS,1.6,,
232,1964,225 ,1964,JUL,19,STS-D,49.815,78.09306,,UG-T,FS,26,,
233,1964,226 ,1964,AUG,18,STS-D,49.82056,78.08194,,UG-T,WR,0.07,V,
234,1964,227 ,1964,SEP,18,NZ-NS,73.667,54.533,-130,UG-T,FS,2,3.8 kCi              ,
235,1964,228 ,1964,SEP,30,STS-D,49.82083,78.09861,,UG-T,FS,,V,
236,1964,229 ,1964,OCT,25,NZ-NS,73.387,54.985,-400,UG-T,PR,20,1 MCi                ,
237,1964,230 ,1964,NOV,16,STS-D,49.81389,78.13361,,UG-T,PR,47,,
238,1965,231 Chagan,1965,JAN,15,STS-B,49.935,79.00936,-178,UG-S,I-EM,140,,
239,1965,232 ,1965,FEB,4,STS-D,49.77306,77.99139,-262,UG-T,FS,44,,
240,1965,233 ,1965,MAR,3,STS-D,49.82972,78.0575,,UG-T,WR,27,,
241,1965,234 ,1965,MAR,27,STS-D,49.77472,77.98806,,UG-T,WR,0.06,,
242,1965,235 Butan-1,1965,MAR,30,-RU-BK,52.9,56.5,-1340,UG-S,I-OS,2.3,,
243,1965,235 Butan-2,1965,MAR,30,-RU-BK,52.9,56.5,-1375,UG-S,I-OS,2.3,,
244,1965,236 ,1965,MAY,11,STS-D,49.77306,77.99139,,UG-T,WR,14,,
245,1965,237 Butan,1965,JUN,10,-RU-BK,52.9,56.5,-1350,UG-S,I-OS,7.6,,
246,1965,238 ,1965,JUN,17,STS-D,49.83056,78.05778,,UG-T,PR,24,,
247,1965,239 ,1965,JUL,29,STS-D,49.785,77.99694,,UG-T,FS,1.1,,
248,1965,240 ,1965,SEP,17,STS-D,49.81722,78.1425,,UG-T,WR,15,,
249,1965,241 ,1965,OCT,8,STS-D,49.83056,78.10139,,UG-T,WR,29,,
250,1965,242 Sary-Uzen,1965,OCT,14,STS-SU,49.99064,77.63572,-48,UG-S,I-EM,1.1,,
251,1965,243 ,1965,NOV,21,STS-D,49.82833,78.05972,,UG-T,WR,29,,
252,1965,244 ,1965,DEC,24,STS-D,49.81167,78.1075,,UG-T,PR,6.7,,
253,1966,245 ,1966,FEB,13,STS-D,49.81417,78.13083,-320,UG-T,PR,125,,
254,1966,246 ,1966,MAR,20,STS-D,49.75167,78.00833,-310,UG-T,WR,100,,
255,1966,247 ,1966,APR,21,STS-D,49.81778,78.09389,,UG-T,PR,22,,
256,1966,248 Galit,1966,APR,22,-KZ-BA,47.829,47.935,-165,UG-S,I-CV,1.1,V,
257,1966,249 ,1966,MAY,7,STS-D,49.73611,78.10722,,UG-T,PR,4,,
258,1966,250 ,1966,JUN,29,STS-D,49.83917,78.07083,,UG-T,PR,42,,
259,1966,251 ,1966,JUL,21,STS-D,49.73556,78.10472,,UG-T,WR,24,,
260,1966,252 ,1966,AUG,5,STS-D,49.75889,78.04861,,UG-T,WR,32,,
261,1966,253 ,1966,AUG,19,STS-D,49.83056,78.10139,,UG-T,PR,10,,
262,1966,254 ,1966,SEP,7,STS-D,49.83056,78.05778,,UG-T,FS,4.6,,
263,1966,255 Urta-Bulak,1966,SEP,30,-UZ,38.968,64.517,-1532,UG-S,I-FE,30,,
264,1966,256 ,1966,OCT,19,STS-D,49.74194,78.02556,,UG-T,WR,55,,
265,1966,258 ,1966,OCT,27,NZ-NS,73.387,54.836,-700,UG-T,WR,>     700,10 Mci,
266,1966,257 ,1966,OCT,27,NZ-NS,73.4,54.8,,UG-T,WR,700,,
