ID#,SERIES,NAME,YEAR,MON,DAY,SITE,LAT,LONG,HOB,TYPE,PUR,YIELD,VENT,DEVIC
489,Latchkey ,Nash              ,1967,JAN ,19, NTS-YF,37.14367,-116.13519,-363.78, UG-S , WR  ,39,V,69 kCi  
490,Latchkey ,Bourbon           ,1967,JAN ,20, NTS-YF,37.09986,-116.00383,-559.72, UG-S , WR  ,41, ,        
491,Latchkey ,Rivet II          ,1967,JAN ,26, NTS-YF,37.16480,-116.04806,-197.78, UG-S , WR  ,0.8,V,0.1 Ci  
492,Latchkey ,Ward              ,1967,FEB ,8, NTS-YF,37.16753,-116.04714,-257.25, UG-S , WR  ,11, ,        
493,Latchkey ,Persimmon         ,1967,FEB ,23, NTS-YF,37.01753,-116.01586,-299.11, UG-S , WR  ,4, ,        
494,Latchkey ,Agile             ,1967,FEB ,23, NTS-YF,37.12686,-116.06639,-731.52, UG-S , WR  ,200, ,        
495,Latchkey ,Rivet III         ,1967,MAR ,2, NTS-YF,37.16586,-116.04869,-271.27, UG-S , WR  ,2.5,V,        
496,Latchkey ,Mushroom          ,1967,MAR ,3, NTS-YF,37.03948,-116.01019,-179.55, UG-S , WR  ,0.6,V,0.4 Ci  
497,Latchkey ,Fizz              ,1967,MAR ,10, NTS-YF,37.04613,-116.02978,-117.73, UG-S , SE  ,    , ,        
498,Latchkey ,Oakland           ,1967,APR ,4, NTS-YF,37.16198,-116.08223,-165.35, UG-S , WR  ,    ,V,100 Ci  
499,Latchkey ,Heilman           ,1967,APR ,6, NTS-YF,37.13733,-116.13268,-152.7, UG-S , WR  ,    ,V,8 Ci    
500,Latchkey ,Fawn              ,1967,APR ,7, NTS-YF,37.05439,-116.02222,-271.06, UG-S , WR  ,1, ,        
501,Latchkey ,Chocolate         ,1967,APR ,21, NTS-YF,37.01928,-116.03742,-240.45, UG-S , WR  ,7, ,        
502,Latchkey ,Effendi           ,1967,APR ,27, NTS-YF,37.13878,-116.06319,-219.29, UG-S , WR  ,0.8, ,        
503,Latchkey ,Mickey            ,1967,MAY ,10, NTS-YF,37.07786,-115.99531,-499.63, UG-S , WR  ,22, ,        
504,Latchkey ,Commodore         ,1967,MAY ,20, NTS-YF,37.13039,-116.06394,-746.46, UG-S , WR  ,250,V,<1 Ci   
505,Latchkey ,Scotch            ,1967,MAY ,23, NTS-PM,37.27508,-116.36997,-977.39, UG-S , WR  ,155, ,        
506,Latchkey ,Absinthe          ,1967,MAY ,26, NTS-YF,37.04502,-116.01905,-118.65, UG-S , SE  ,    , ,        
507,Latchkey ,Knickerbocker     ,1967,MAY ,26, NTS-PM,37.24794,-116.48017,-630.63, UG-S , WR  ,76,V,110 Ci  
508,Latchkey ,Switch            ,1967,JUN ,22, NTS-YF,37.12556,-116.02867,-301.75, UG-S , PR  ,3.1,V,<1 Ci   
509,Latchkey ,Midi Mist         ,1967,JUN ,26, NTS-RM,37.20211,-116.20783,-374.9, UG-T , WE  ,20,V,4.5 kCi 
510,Latchkey ,Umber             ,1967,JUN ,29, NTS-YF,37.02856,-116.02261,-310.24, UG-S , WE  ,10,V,26 kCi  
511,Crosstie ,Vito              ,1967,JUL ,14, NTS-YF,37.16525,-116.04493,-90.83, UG-S , SE  ,    , ,        
512,Crosstie ,Stanley           ,1967,JUL ,27, NTS-YF,37.14872,-116.04853,-483.72, UG-S , WR  ,22,V,37 Ci   
513,Crosstie ,Gibson            ,1967,AUG ,4, NTS-YF,37.02439,-116.01237,-240.76, UG-S , WR  ,1.5, ,        
514,Crosstie ,Washer            ,1967,AUG ,10, NTS-YF,37.15669,-116.04728,-467.41, UG-S , WR  ,    ,V,0.5 Ci  
515,Crosstie ,Bordeaux          ,1967,AUG ,18, NTS-YF,37.01217,-116.03647,-332.02, UG-S , WR  ,18, ,        
516,Crosstie ,Lexington         ,1967,AUG ,24, NTS-YF,37.16273,-116.07416,-227.69, UG-S , WR  ,0.8,V,1.1 kCi 
517,Crosstie ,Door Mist         ,1967,AUG ,31, NTS-RM,37.17756,-116.20894,-435.86, UG-T , WE  ,20,V,690 kCi 
518,Crosstie ,Yard              ,1967,SEP ,7, NTS-YF,37.15317,-116.05278,-520.6, UG-S , WR  ,22,V,0.3 Ci  
519,Crosstie ,Gilroy            ,1967,SEP ,15, NTS-YF,37.03487,-116.02085,-240.63, UG-S , WR  ,    ,V,        
520,Crosstie ,Marvel            ,1967,SEP ,21, NTS-YF,37.16600,-116.03842,-174.35, UG-S , PR  ,2.2,V,27 Ci   
521,Crosstie ,Zaza              ,1967,SEP ,27, NTS-YF,37.09878,-116.05322,-667, UG-S , WR  ,160, ,        
522,Crosstie ,Lanpher           ,1967,OCT ,18, NTS-YF,37.11558,-116.05761,-714.2, UG-S , WR  ,160,V,5 Ci    
523,Crosstie ,Sazerac           ,1967,OCT ,25, NTS-YF,37.03161,-116.02636,-301.34, UG-S , WR  ,9,V,0.1 Ci  
524,Crosstie ,Cognac            ,1967,OCT ,25, NTS-YF,37.04980,-116.03958,-240.39, UG-S , WR  ,    ,V,        
525,Crosstie ,Worth             ,1967,OCT ,25, NTS-YF,37.15634,-116.04859,-197, UG-S , WR  ,    ,V,40 Ci   
526,Crosstie ,Cobbler           ,1967,NOV ,8, NTS-YF,37.09181,-116.03581,-667.12, UG-S , WR  ,20, ,        
527,Crosstie ,Polka             ,1967,DEC ,6, NTS-YF,37.15927,-116.05295,-195.01, UG-S , WR  ,0.2,V,380 Ci  
528,Crosstie ,Gasbuggy          ,1967,DEC ,10, -NM   ,36.67780,-107.20830,-1290, UG-S , PR  ,29, ,        
529,Crosstie ,Stilt             ,1967,DEC ,15, NTS-YF,37.03669,-116.00200,-332.43, UG-S , WR  ,2, ,        
530,Crosstie ,Hupmobile         ,1968,JAN ,18, NTS-YF,37.14558,-116.06567,-246.89, UG-S , WE  ,7.4,V,120 kCi 
531,Crosstie ,Staccato          ,1968,JAN ,19, NTS-YF,37.15640,-116.05390,-443.48, UG-S , WR  ,50,V,8 Ci    
532,Crosstie ,Faultless         ,1968,JAN ,19, -NV   ,38.63430,-116.21530,-980, UG-S , WR  ,1000, ,        
533,Crosstie ,Brush             ,1968,JAN ,24, NTS-YF,37.04279,-116.01393,-118.3, UG-S , WR  ,    ,V,        
534,Crosstie ,Cabriolet         ,1968,JAN ,26, NTS-PM,37.28086,-116.51444,-51.82, CR   , PR  ,2.3,V,220 kCi 
535,Crosstie ,Mallet            ,1968,JAN ,31, NTS-YF,37.00102,-116.00915,-240.27, UG-S , WR  ,4, ,        
536,Crosstie ,Torch             ,1968,FEB ,21, NTS-YF,37.04163,-116.00195,-240.55, UG-S , WR  ,    , ,        
537,Crosstie ,Knox              ,1968,FEB ,21, NTS-YF,37.11656,-116.05369,-644.8, UG-S , WR  ,200,V,160 Ci  
538,Crosstie ,Dorsal Fin        ,1968,FEB ,29, NTS-RM,37.18461,-116.21144,-410.06, UG-T , WE  ,20, ,        
539,Crosstie ,Russet            ,1968,MAR ,5, NTS-YF,36.96992,-116.05580,-119.79, UG-S , WR  ,    ,V,29 Ci   
540,Crosstie ,Buggy-A           ,1968,MAR ,12, NTS-30,37.00750,-116.36997,-50.29, CR   , PR  ,1.08,V,1.2 MCi 
541,Crosstie ,Buggy-B           ,1968,MAR ,12, NTS-30,37.00764,-116.37045,-50.29, CR   , PR  ,1.08, ,        
542,Crosstie ,Buggy-C           ,1968,MAR ,12, NTS-30,37.00778,-116.37093,-50.29, CR   , PR  ,1.08, ,        
543,Crosstie ,Buggy-D           ,1968,MAR ,12, NTS-30,37.00793,-116.37141,-50.29, CR   , PR  ,1.08, ,        
544,Crosstie ,Buggy-E           ,1968,MAR ,12, NTS-30,37.00808,-116.37189,-50.29, CR   , PR  ,1.08, ,        
545,Crosstie ,Pommard           ,1968,MAR ,14, NTS-YF,37.04772,-116.01081,-209.1, UG-S , WR  ,1.5, ,        
546,Crosstie ,Stinger           ,1968,MAR ,22, NTS-PM,37.33261,-116.31067,-667.76, UG-S , WR  ,120, ,        
547,Crosstie ,Milk Shake        ,1968,MAR ,25, NTS-FF,36.87172,-115.93114,-264.57, UG-S , WE  ,10,V,30 Ci   
548,Crosstie ,Bevel             ,1968,APR ,4, NTS-YF,37.05231,-116.02088,-240.75, UG-S , WR  ,    , ,        
549,Crosstie ,Noor              ,1968,APR ,10, NTS-YF,37.15439,-116.07886,-381.81, UG-S , WR  ,20,V,1 Ci    
550,Crosstie ,Throw             ,1968,APR ,10, NTS-YF,37.15700,-116.08300,         , UG-S , WR  ,2, ,        
551,Crosstie ,Shuffle           ,1968,APR ,18, NTS-YF,37.15253,-116.03700,-493.47, UG-S , WR  ,20,V,19 Ci   
552,Crosstie ,Scroll            ,1968,APR ,23, NTS-PM,37.33772,-116.37558,-228.6, UG-S , VU  ,6,V,18 kCi  
553,Crosstie ,Boxcar            ,1968,APR ,26, NTS-PM,37.29542,-116.45569,-1160.89, UG-S , WR  ,1300, ,        
554,Crosstie ,Hatchet           ,1968,MAY ,3, NTS-YF,37.02854,-116.01988,-240.53, UG-S , WR  ,2, ,        
555,Crosstie ,Crock             ,1968,MAY ,8, NTS-YF,37.15733,-116.03492,-181.76, UG-S , WR  ,1,V,140 Ci  
556,Crosstie ,Clarksmobile      ,1968,MAY ,17, NTS-YF,37.12006,-116.05883,-472.65, UG-S , WR  ,20, ,        
557,Crosstie ,Adze              ,1968,MAY ,28, NTS-YF,37.00863,-115.99539,-240.03, UG-S , WR  ,    ,V,        
558,Crosstie ,Wembley           ,1968,JUN ,5, NTS-YF,37.03484,-116.01606,-238.09, UG-S , WR  ,1.5, ,        
559,Crosstie ,Tub-A             ,1968,JUN ,6, NTS-YF,37.16700,-116.04300,-188.98, UG-S , WR  ,    , ,        
560,Crosstie ,Tub-B             ,1968,JUN ,6, NTS-YF,37.16500,-116.04400,         , UG-S , WR  ,    , ,        
561,Crosstie ,Tub-C             ,1968,JUN ,6, NTS-YF,37.16500,-116.04200,         , UG-S , WR  ,    , ,        
562,Crosstie ,Tub-D             ,1968,JUN ,6, NTS-YF,37.16700,-116.04600,-273, UG-S , WR  ,    ,V,1.6 kCi 
563,Crosstie ,Tub-F             ,1968,JUN ,6, NTS-YF,37.16700,-116.04300,         , UG-S , WR  ,    , ,        
564,Crosstie ,Rickey            ,1968,JUN ,15, NTS-PM,37.26492,-116.31464,-683.28, UG-S , WR  ,200, ,        
565,Crosstie ,Funnel            ,1968,JUN ,25, NTS-YF,37.04635,-116.03021,-118.7, UG-S , WR  ,    ,V,        
566,Crosstie ,Sevilla           ,1968,JUN ,25, NTS-YF,37.04158,-115.99235,-358.65, UG-S , WR  ,    ,V,        
567,Crosstie ,Chateaugay        ,1968,JUN ,28, NTS-PM,37.24550,-116.48286,-607.02, UG-S , WR  ,58, ,        
568,Bowline  ,Spud              ,1968,JUL ,17, NTS-YF,37.00096,-115.99888,-240.29, UG-S , WR  ,1.5, ,        
569,Bowline  ,Tanya             ,1968,JUL ,30, NTS-YF,37.13322,-116.08225,-381, UG-S , WR  ,20,V,140 Ci  
570,Bowline  ,Imp               ,1968,AUG ,9, NTS-YF,37.16179,-116.07719,-178.46, UG-S , WR  ,0.35,V,4.2 kCi 
571,Bowline  ,Rack              ,1968,AUG ,15, NTS-YF,37.12373,-116.04822,-199.72, UG-S , WR  ,1,V,10 Ci   
572,Bowline  ,Diana Moon        ,1968,AUG ,27, NTS-FF,36.87722,-115.93108,-242.01, UG-S , WE  ,9,V,12 kCi  
573,Bowline  ,Sled              ,1968,AUG ,29, NTS-PM,37.25033,-116.34689,-728.88, UG-S , WR  ,200, ,        
574,Bowline  ,Noggin            ,1968,SEP ,6, NTS-YF,37.13606,-116.04717,-581.99, UG-S , WR  ,120,V,16 Ci   
575,Bowline  ,Knife A           ,1968,SEP ,12, NTS-YF,37.03178,-116.01164,-331.8, UG-S , WR  ,20, ,        
576,Bowline  ,Stoddard          ,1968,SEP ,17, NTS-YF,37.11986,-116.12747,-467.87, UG-S , PR  ,31,V,16 Ci   
577,Bowline  ,Hudson Seal       ,1968,SEP ,24, NTS-RM,37.20480,-116.20640,-344.42, UG-T , WE  ,20, ,        
578,Bowline  ,Welder            ,1968,OCT ,3, NTS-YF,37.04653,-116.02974,-117.66, UG-S , SE  ,    , ,        
579,Bowline  ,Knife C           ,1968,OCT ,3, NTS-YF,37.02592,-115.99283,-301.44, UG-S , WR  ,3, ,        
580,Bowline  ,Vat               ,1968,OCT ,10, NTS-YF,37.13331,-116.04231,-194.92, UG-S , WR  ,1, ,        
581,Bowline  ,Hula              ,1968,OCT ,29, NTS-YF,37.11326,-116.04093,-198.46, UG-S , WR  ,0.25,V,7 Ci    
582,Bowline  ,Bit-A             ,1968,OCT ,31, NTS-YF,37.04703,-116.02947,-148.31, UG-S , SE  ,1, ,        
583,Bowline  ,Bit-B             ,1968,OCT ,31, NTS-YF,37.04703,-116.02947,         , UG-S , SE  ,    , ,        
584,Bowline  ,File              ,1968,OCT ,31, NTS-YF,37.01709,-116.03573,-228.95, UG-S , WR  ,7, ,        
585,Bowline  ,Crew              ,1968,NOV ,4, NTS-YF,37.13048,-116.08651,-603.5, UG-S , WR  ,22, ,        
586,Bowline  ,Crew-2nd          ,1968,NOV ,4, NTS-YF,37.13000,-116.08700,         , UG-S , WR  ,    , ,        
587,Bowline  ,Crew-3rd          ,1968,NOV ,4, NTS-YF,37.13000,-116.08700,         , UG-S , WR  ,    , ,        
588,Bowline  ,Auger             ,1968,NOV ,15, NTS-YF,37.04766,-115.99984,-240.62, UG-S , WR  ,1, ,        
589,Bowline  ,Knife B           ,1968,NOV ,15, NTS-YF,37.02614,-116.03325,-362.94, UG-S , WR  ,8, ,        
590,Bowline  ,Ming Vase         ,1968,NOV ,20, NTS-16,37.00983,-116.20642,-307.94, UG-T , WE  ,16, ,        
591,Bowline  ,Tinderbox         ,1968,NOV ,22, NTS-YF,37.13992,-116.04225,-439.52, UG-S , WR  ,3,V,2 Ci    
592,Bowline  ,Schooner          ,1968,DEC ,8, NTS-PM,37.34342,-116.56586,-111.22, CR   , PR  ,30,V,3.7 MCi 
593,Bowline  ,Bay Leaf          ,1968,DEC ,12, NTS-YF,37.04704,-116.03020,-130.16, UG-S , SE  ,    , ,        
594,Bowline  ,Tyg-A             ,1968,DEC ,12, NTS-YF,37.12082,-116.08056,-228.3, UG-S , WR  ,20,V,6.8 kCi 
595,Bowline  ,Tyg-B             ,1968,DEC ,12, NTS-YF,37.11800,-116.08000,-251, UG-S , WR  ,3,V,        
596,Bowline  ,Tyg-C             ,1968,DEC ,12, NTS-YF,37.11800,-116.07800,-228.3, UG-S , WR  ,2,V,        
597,Bowline  ,Tyg-D             ,1968,DEC ,12, NTS-YF,37.12100,-116.07900,         , UG-S , WR  ,1, ,        
598,Bowline  ,Tyg-E             ,1968,DEC ,12, NTS-YF,37.12000,-116.07700,         , UG-S , WR  ,3, ,        
599,Bowline  ,Tyg-F             ,1968,DEC ,12, NTS-YF,37.11900,-116.08300,         , UG-S , WR  ,4, ,        
600,Bowline  ,Scissors          ,1968,DEC ,12, NTS-YF,37.00393,-116.03926,-240.58, UG-S , WR  ,1,V,        
601,Bowline  ,Benham            ,1968,DEC ,19, NTS-PM,37.23147,-116.47358,-1402.08, UG-S , WR  ,1150, ,        
602,Bowline  ,Packard           ,1969,JAN ,15, NTS-YF,37.14792,-116.06567,-246.89, UG-S , WE  ,10,V,7 Ci    
603,Bowline  ,Wineskin          ,1969,JAN ,15, NTS-RM,37.20914,-116.22539,-518.16, UG-S , WR  ,40, ,        
604,Bowline  ,Shave             ,1969,JAN ,22, NTS-YF,37.01549,-115.99430,-240.75, UG-S , WR  ,2, ,        
605,Bowline  ,Vise              ,1969,JAN ,30, NTS-YF,37.05331,-116.02925,-454.06, UG-S , WR  ,20, ,        
606,Bowline  ,Biggin            ,1969,JAN ,30, NTS-YF,37.13331,-116.04026,-242.32, UG-S , WR  ,    , ,        
607,Bowline  ,Nipper            ,1969,FEB ,4, NTS-YF,37.00267,-116.00914,-240.73, UG-S , WR  ,    , ,        
608,Bowline  ,Winch             ,1969,FEB ,4, NTS-YF,37.00944,-116.04230,-240.63, UG-S , WR  ,0.6, ,        
609,Bowline  ,Cypress           ,1969,FEB ,12, NTS-RM,37.16906,-116.21072,-359.66,UG-T   , WE  ,15, ,        
610,Bowline  ,Valise            ,1969,MAR ,18, NTS-YF,37.13914,-116.04084,-90.25, UG-S , SE  ,    ,V,        
611,Bowline  ,Chatty            ,1969,MAR ,18, NTS-YF,37.16228,-116.07588,-194.77, UG-S , WR  ,0.8,V,0.7 Ci  
612,Bowline  ,Barsac            ,1969,MAR ,20, NTS-YF,37.02200,-116.03019,-304.13, UG-S , WR  ,10,V,43 Ci   
613,Bowline  ,Coffer            ,1969,MAR ,21, NTS-YF,37.13322,-116.08667,-464.82, UG-S , WR  ,26,V,10 Ci   
614,Bowline  ,Gourd-Amber       ,1969,APR ,24, NTS-YF,37.16397,-116.07964,-181.3, UG-S , WR  ,0.8, ,        
615,Bowline  ,Gourd-Brown       ,1969,APR ,24, NTS-YF,37.16000,-116.08200,         , UG-S , WR  ,    , ,        
616,Bowline  ,Thistle           ,1969,APR ,30, NTS-YF,37.09028,-116.00564,-560.47, UG-S , WR  ,38, ,        
617,Bowline  ,Blenton           ,1969,APR ,30, NTS-YF,37.08150,-116.01394,-557.73, UG-S , WR  ,51,V,        
618,Bowline  ,Purse             ,1969,MAY ,7, NTS-PM,37.28289,-116.50064,-598.75, UG-S , WR  ,90, ,        
619,Bowline  ,Aliment           ,1969,MAY ,15, NTS-YF,37.01187,-115.98508,-240.51, UG-S , WR  ,2, ,        
620,Bowline  ,Ipecac-A          ,1969,MAY ,27, NTS-YF,37.01499,-116.00218,-124.18, UG-S , SE  ,    ,V,        
621,Bowline  ,Ipecac-B          ,1969,MAY ,27, NTS-YF,37.01500,-116.00100,         , UG-S , SE  ,    , ,        
622,Bowline  ,Torrido           ,1969,MAY ,27, NTS-YF,37.07511,-115.99531,-514.72, UG-S , WR  ,22, ,        
623,Bowline  ,Tapper            ,1969,JUN ,12, NTS-YF,37.00883,-116.03031,-303, UG-S , WR  ,10, ,        
624,Bowline  ,Bowl-1            ,1969,JUN ,26, NTS-YF,37.16248,-116.07862,-198.12, UG-S , WR  ,2, ,        
625,Bowline  ,Bowl-2            ,1969,JUN ,26, NTS-YF,37.16100,-116.08000,         , UG-S , WR  ,3, ,        
626,Mandrel  ,Ildrim            ,1969,JUL ,16, NTS-YF,37.11943,-116.05512,-410.26, UG-S , WR  ,20, ,        
627,Mandrel  ,Hutch             ,1969,JUL ,16, NTS-YF,37.13953,-116.08744,-548.64, UG-S , WR  ,120,V,1.1 kCi 
628,Mandrel  ,Spider-A          ,1969,AUG ,14, NTS-YF,37.16024,-116.06361,-207.26, UG-S , WR  ,1,V,2 Ci    
629,Mandrel  ,Spider-B          ,1969,AUG ,14, NTS-YF,37.15800,-116.06500,-213, UG-S , WR  ,1, ,        
630,Mandrel  ,Pliers            ,1969,AUG ,27, NTS-YF,37.02150,-116.03808,-238.87, UG-S , WR  ,10,V,        
631,Mandrel  ,Horehound         ,1969,AUG ,27, NTS-YF,36.99270,-115.99553,-331.83, UG-S , WR  ,    , ,        
632,Mandrel  ,Rulison           ,1969,SEP ,10, -CO   ,39.40580,-107.94810,-2570, UG-S , PR  ,40,V,        
633,Mandrel  ,Minute Steak      ,1969,SEP ,12, NTS-FF,36.87722,-115.92850,-264.26, UG-S , WE  ,5,V,8.4 kCi 
634,Mandrel  ,Jorum             ,1969,SEP ,16, NTS-PM,37.31414,-116.46067,-1158.24, UG-S , WR  ,800, ,        
635,Mandrel  ,Kyack-A           ,1969,SEP ,20, NTS-YF,37.15900,-116.06900,-192.02, UG-S , WR  ,0.8, ,        
636,Mandrel  ,Kyack-B           ,1969,SEP ,20, NTS-YF,37.15700,-116.06700,-192, UG-S , WR  ,1,V,510 Ci  
637,Mandrel  ,Seaweed-C         ,1969,OCT ,1, NTS-YF,37.01051,-115.99957,-118.43, UG-S , SE  ,    , ,        
638,Mandrel  ,Seaweed-D         ,1969,OCT ,1, NTS-YF,37.01000,-116.00000,-118, UG-S , SE  ,    , ,        
639,Mandrel  ,Seaweed-E         ,1969,OCT ,1, NTS-YF,37.01400,-115.99900,         , UG-S , SE  ,    , ,        
640,Mandrel  ,Milrow            ,1969,OCT ,2, AK    ,51.41710,179.18230,-1220, UG-S , WR  ,1000, ,        
641,Mandrel  ,Pipkin            ,1969,OCT ,8, NTS-PM,37.25672,-116.44075,-624.84, UG-S , WR  ,200,V,6 Ci    
642,Mandrel  ,Seaweed B         ,1969,OCT ,16, NTS-YF,37.01277,-115.99826,-118.55, UG-S , SE  ,    , ,        
643,Mandrel  ,Cruet             ,1969,OCT ,29, NTS-YF,37.12150,-116.12775,-263.65, UG-S , WR  ,11, ,        
644,Mandrel  ,Pod-A             ,1969,OCT ,29, NTS-YF,37.14021,-116.13050,-266.7, UG-S , WR  ,16.7,V,3.9 kCi 
645,Mandrel  ,Pod-B             ,1969,OCT ,29, NTS-YF,37.14000,-116.14300,         , UG-S , WR  ,    , ,        
646,Mandrel  ,Pod-C             ,1969,OCT ,29, NTS-YF,37.13600,-116.14100,         , UG-S , WR  ,    , ,        
647,Mandrel  ,Pod-D             ,1969,OCT ,29, NTS-YF,37.13500,-116.13700,-312, UG-S , WR  ,    ,V,        
648,Mandrel  ,Calabash          ,1969,OCT ,29, NTS-YF,37.14331,-116.06383,-624.84, UG-S , WR  ,110, ,        
649,Mandrel  ,Scuttle           ,1969,NOV ,13, NTS-YF,37.16463,-116.07483,-164.59, UG-S , WR  ,1.7,V,210 Ci  
650,Mandrel  ,Piccalilli        ,1969,NOV ,21, NTS-YF,37.03119,-116.00206,-393.8, UG-S , WR  ,22, ,        
651,Mandrel  ,Planer            ,1969,NOV ,21, NTS-YF,37.04816,-116.02273,-377.84, UG-S , WR  ,20, ,        
652,Mandrel  ,Diesel Train      ,1969,DEC ,5, NTS-RM,37.17997,-116.21086,-419.15, UG-T , WE  ,20, ,        
653,Mandrel  ,Culantro-A        ,1969,DEC ,10, NTS-YF,37.01472,-116.00287,-134.13, UG-S , WR  ,    , ,        
654,Mandrel  ,Culantro-B        ,1969,DEC ,10, NTS-YF,37.01500,-116.00200,         , UG-S , WR  ,    , ,        
655,Mandrel  ,Tun-A             ,1969,DEC ,10, NTS-YF,37.16800,-116.08000,-193.55, UG-S , WR  ,2.5, ,        
656,Mandrel  ,Tun-B             ,1969,DEC ,10, NTS-YF,37.16900,-116.08000,-194, UG-S , WR  ,2,V,72 Ci   
657,Mandrel  ,Tun-C             ,1969,DEC ,10, NTS-YF,37.16800,-116.07800,-194, UG-S , WR  ,2,V,        
658,Mandrel  ,Tun-D             ,1969,DEC ,10, NTS-YF,37.16900,-116.07800,-256, UG-S , WR  ,3,V,        
659,Mandrel  ,Grape A           ,1969,DEC ,17, NTS-YF,37.08381,-116.00158,-550.67, UG-S , WR  ,89, ,        
660,Mandrel  ,Lovage            ,1969,DEC ,17, NTS-YF,37.00658,-116.02281,-378.05, UG-S , WR  ,16, ,        
661,Mandrel  ,Terrine-White     ,1969,DEC ,18, NTS-YF,37.12047,-116.03478,-461.77, UG-S , WR  ,38,V,48 Ci   
662,Mandrel  ,Terrine-Yellow    ,1969,DEC ,18, NTS-YF,37.12100,-116.02900,-417, UG-S , WR  ,    ,V,        
663,Mandrel  ,Fob-Green         ,1970,JAN ,23, NTS-YF,37.14100,-116.03800,-266.7, UG-S , WR  ,8, ,        
664,Mandrel  ,Fob-Red           ,1970,JAN ,23, NTS-YF,37.13742,-116.03678,         , UG-S , WR  ,    , ,        
665,Mandrel  ,Fob-Blue          ,1970,JAN ,23, NTS-YF,37.14100,-116.03400,         , UG-S , WR  ,    , ,        
666,Mandrel  ,Ajo               ,1970,JAN ,30, NTS-YF,37.03083,-116.03475,-304.11, UG-S , WR  ,20, ,        
667,Mandrel  ,Grape B           ,1970,FEB ,4, NTS-YF,37.09808,-116.02650,-554.46, UG-S , WR  ,120, ,        
668,Mandrel  ,Belen             ,1970,FEB ,4, NTS-YF,37.05502,-116.03884,-420.8, UG-S , WR  ,97, ,        
669,Mandrel  ,Labis             ,1970,FEB ,5, NTS-YF,37.16397,-116.03883,-441.96, UG-S , WR  ,25, ,        
670,Mandrel  ,Diana Mist        ,1970,FEB ,11, NTS-RM,37.20128,-116.20522,-402.02, UG-T , WE  ,12, ,        
671,Mandrel  ,Cumarin           ,1970,FEB ,25, NTS-YF,37.03667,-115.99958,-408.51, UG-S , WR  ,51, ,        
672,Mandrel  ,Yannigan-Red      ,1970,FEB ,26, NTS-YF,37.11636,-116.06144,-388.62, UG-S , WR  ,70,V,320 Ci  
673,Mandrel  ,Yannigan-Blue     ,1970,FEB ,26, NTS-YF,37.11400,-116.06700,-394, UG-S , WR  ,20,V,        
674,Mandrel  ,Yannigan-White    ,1970,FEB ,26, NTS-YF,37.11800,-116.06700,-363, UG-S , WR  ,30,V,        
675,Mandrel  ,Cyathus           ,1970,MAR ,6, NTS-YF,37.02311,-116.09175,-289.56, UG-S , WR  ,8.7,V,<46 Ci  
676,Mandrel  ,Arabis-Red        ,1970,MAR ,6, NTS-YF,37.14000,-116.03200,-249.94, UG-S , WR  ,3.5, ,        
677,Mandrel  ,Arabis-Green      ,1970,MAR ,6, NTS-YF,37.14200,-116.03500,         , UG-S , WR  ,    , ,        
678,Mandrel  ,Arabis-Blue       ,1970,MAR ,6, NTS-YF,37.14000,-116.03800,         , UG-S , SE  ,    , ,        
679,Mandrel  ,Jal               ,1970,MAR ,19, NTS-YF,37.00108,-116.02286,-301.39, UG-S , WR  ,6, ,        
680,Mandrel  ,Shaper            ,1970,MAR ,23, NTS-YF,37.08622,-116.02111,-560.44, UG-S , WR  ,89, ,        
681,Mandrel  ,Handley           ,1970,MAR ,26, NTS-PM,37.30047,-116.53411,-1209.14, UG-S , WR  ,1900, ,        
682,Mandrel  ,Snubber           ,1970,APR ,21, NTS-YF,37.05489,-115.98811,-343.5, UG-S , WE  ,12.7,V,55 kCi  
683,Mandrel  ,Can-Green         ,1970,APR ,21, NTS-YF,37.11200,-116.08300,-274.32, UG-S , WR  ,20, ,        
684,Mandrel  ,Can-Red           ,1970,APR ,21, NTS-YF,37.11558,-116.08011,         , UG-S , WR  ,20, ,        
685,Mandrel  ,Beebalm           ,1970,MAY ,1, NTS-YF,37.05922,-116.02817,-390.21, UG-S , WR  ,1, ,        
686,Mandrel  ,Hod-C (Blue)      ,1970,MAY ,1, NTS-YF,37.13800,-116.03200,         , UG-S , SE  ,    , ,        
687,Mandrel  ,Hod-A (Green)     ,1970,MAY ,1, NTS-YF,37.13600,-116.03500,-265.18, UG-S , WR  ,9,V,1 Ci    
688,Mandrel  ,Hod-B (Red)       ,1970,MAY ,1, NTS-YF,37.13300,-116.03408,-241, UG-S , WR  ,4,V,        
689,Mandrel  ,Mint Leaf         ,1970,MAY ,5, NTS-RM,37.21653,-116.18406,-396.24, UG-T , WE  ,20,V,960 kCi 
690,Mandrel  ,Diamond Dust      ,1970,MAY ,12, NTS-16,37.01044,-116.20189,-221.89, UG-T , VU  ,    ,V,5 Ci    
691,Mandrel  ,Cornice-Yellow    ,1970,MAY ,15, NTS-YF,37.16600,-116.03600,-390.14, UG-S , WR  ,45, ,        
692,Mandrel  ,Cornice-Green     ,1970,MAY ,15, NTS-YF,37.16192,-116.03886,         , UG-S , WR  ,40, ,        
693,Mandrel  ,Manzanas          ,1970,MAY ,21, NTS-YF,37.02886,-115.99194,-240.65, UG-S , WR  ,1,V,<0.2 Ci 
694,Mandrel  ,Morrones          ,1970,MAY ,21, NTS-YF,37.07081,-116.01300,-482.72, UG-S , WR  ,29, ,        
